Pathway.Number,Metabolite,Broad.pathway.description,Kind.of.Metabolism..Synthesis..Degradation..Transport.,Subpathway,Step,StepName,Enzyme,Step.description,Name,Definition,KEGG.Reaction,KEGG.Enzyme,KO,Category.of.Metabolism,Gene,EnzymeName,Diagnostic,DeltaGm,DeltaG0,ATP.Requirement,ATP.Creation,O2.Requirement,NAD..NADP..Req.,NADH.NADPH.Requirement,FAD.Req.,FADH2.Requirement,Notes,Gene.Call.ID,Inferred Presence
120,Benzoate,Benzoate Degradation,Degradation,1,8,3-oxoadipate CoA-transferase,1,,Succinyl-CoA:3-oxoadipate CoA-transferase,Succinyl-CoA + 3-Oxoadipate <=> Succinate + 3-Oxoadipyl-CoA,R02990,2.8.3.6,K01032,Aromatic Degradation,pcaJ,"3-oxoadipate CoA-transferase, beta subunit",0,-3.4,-3.4,,,,,,,,,1921,1
120,Benzoate,Benzoate Degradation,Degradation,1,9,Acetyl-CoA acyltransferase,1,,succinyl-CoA:acetyl-CoA C-acyltransferase,Succinyl-CoA + Acetyl-CoA <=> CoA + 3-Oxoadipyl-CoA,R00829,2.3.1.16,K00632,Aromatic Degradation,fadA,Acetyl-CoA acyltransferase 1,0,-28.6,-28.6,,,,,,,,,1247,1
120,Benzoate,Benzoate Degradation,Degradation,1,9,Acetyl-CoA acyltransferase,2,,succinyl-CoA:acetyl-CoA C-acyltransferase,Succinyl-CoA + Acetyl-CoA <=> CoA + 3-Oxoadipyl-CoA,R00829,2.3.1.174,K07823,Aromatic Degradation,pcaF,Acetyl-CoA acyltransferase 2,0,-28.6,-28.6,,,,,,,,,1682,1
120,Benzoate,Benzoate Degradation,Degradation,1,9,Acetyl-CoA acyltransferase,3,,succinyl-CoA:acetyl-CoA C-acyltransferase,Succinyl-CoA + Acetyl-CoA <=> CoA + 3-Oxoadipyl-CoA,R00829,2.3.1.174,K02615,Aromatic Degradation,paaJ,Acetyl-CoA acyltransferase 3,0,-28.6,-28.6,,,,,,,,,554,1
39,Beta-alanine,Beta-alanine Degradation,Degradation,1,1,Beta-alanine-pyruvate Transaminase,1,,L-Alanine:3-oxopropanoate aminotransferase,L-Alanine + 3-Oxopropanoate <=> Pyruvate + beta-Alanine,R00907,2.6.1.18,K00822,Amino Acid Catabolism,bauA,Beta-alanine-pyruvate Transaminase,0,-3.7,-3.7,,,,,,,,,1334,1
39,Beta-alanine,Beta-alanine Degradation,Degradation,1,2,4-Aminobutyrate Aminotransferase,1,,beta-alanine:2-oxoglutarate aminotransferase,beta-Alanine + 2-Oxoglutarate <=> 3-Oxopropanoate + L-Glutamate,R00908,2.6.1.55,K15372,Amino Acid Catabolism,toa,4-Aminobutyrate Aminotransferase 1,0,-3.6,-3.6,,,,,,,,,421,1
39,Beta-alanine,Beta-alanine Degradation,Degradation,1,2,4-Aminobutyrate Aminotransferase,2,,beta-alanine:2-oxoglutarate aminotransferase,beta-Alanine + 2-Oxoglutarate <=> 3-Oxopropanoate + L-Glutamate,R00908,2.6.1.19,K00823,Amino Acid Catabolism,puuE,4-Aminobutyrate Aminotransferase 2,0,-3.6,-3.6,,,,,,,,,421,1
39,Beta-alanine,Beta-alanine Degradation,Degradation,1,2,4-Aminobutyrate Aminotransferase,3,,beta-alanine:2-oxoglutarate aminotransferase,beta-Alanine + 2-Oxoglutarate <=> 3-Oxopropanoate + L-Glutamate,R00908,2.6.1.19,K07250,Amino Acid Catabolism,gabT,4-Aminobutyrate Aminotransferase 3,0,-3.6,-3.6,,,,,,,,,421,1
39,Beta-alanine,Beta-alanine Degradation,Degradation,1,2,4-Aminobutyrate Aminotransferase,4,,beta-alanine:2-oxoglutarate aminotransferase,beta-Alanine + 2-Oxoglutarate <=> 3-Oxopropanoate + L-Glutamate,R00908,2.6.1.19,K13524,Amino Acid Catabolism,abaT,4-Aminobutyrate Aminotransferase 4,0,-3.6,-3.6,,,,,,,,,421,1
39,Beta-alanine,Beta-alanine Degradation,Degradation,1,2,4-Aminobutyrate Aminotransferase,5,,beta-alanine:2-oxoglutarate aminotransferase,beta-Alanine + 2-Oxoglutarate <=> 3-Oxopropanoate + L-Glutamate,R00908,2.6.1.19,K14268,Amino Acid Catabolism,davT,4-Aminobutyrate Aminotransferase 5,0,-3.6,-3.6,,,,,,,,,421,1
39,Beta-alanine,Beta-alanine Degradation,Degradation,1,2,4-Aminobutyrate Aminotransferase,6,,beta-alanine:2-oxoglutarate aminotransferase,beta-Alanine + 2-Oxoglutarate <=> 3-Oxopropanoate + L-Glutamate,R00908,2.6.1.120,K25571,Amino Acid Catabolism,pydD,4-Aminobutyrate Aminotransferase 6,0,-3.6,-3.6,,,,,,,,,,1
39,Beta-alanine,Beta-alanine Degradation,Degradation,1,3,Methylmalonate-semialdehyde Dehydrogenase,1,dehydrogenation,3-oxopropanoate:NAD(P)+ oxidoreductase,3-oxopropanoate + CoA + NAD(P)+ = acetyl-CoA + CO2 + NAD(P)H,,1.2.1.18,K00140,Amino Acid Catabolism,aldh6a1,Methylmalonate-semialdehyde Dehydrogenase,0,-25.3,-25.3,,,,,,1,,,3217,1
61,,Biofilm Signal Transduction,Misc.,1,1,Biofilm signal response regulator,1,,cpxR,,,,K07662,Motility,cpxR,Biofilm signal response regulator,1,,,,,,,,,,,463,1
61,,Biofilm Signal Transduction,Misc.,1,1,Biofilm signal response regulator,1,,cpxA,,,,K07640,Motility,cpxA,Biofilm signal response regulator,1,,,,,,,,,,,464,1
40,BCAA,Branched Chain Amino Acid Catabolism,Degradation,1,1,Branched-chain amino acid aminotransferase,1,aminotransferase,branched-chain-amino-acid:2-oxoglutarate aminotransferase,L-leucine + 2-oxoglutarate = 4-methyl-2-oxopentanoate + L-glutamate,,2.6.1.42,K00826,Amino Acid Catabolism,bcat,Branched-chain amino acid aminotransferase,1,0.3,0.3,,,,,,,,,359,1
40,BCAA,Branched Chain Amino Acid Catabolism,Degradation,1,2,2-Oxoisovalerate Dehydrogenase E1 component,1,decarboxylation,branched chain keto acid dehydrogenase,(S)-3-Methyl-2-oxopentanoic acid + Thiamin diphosphate <=> 2-Methyl-1-hydroxybutyl-ThPP + CO2,R07603,1.2.4.4,K00166,Amino Acid Catabolism,bkdA1,2-Oxoisovalerate Dehydrogenase E1 component 1,1,-21,-21,,,,,,,,,1933,1
40,BCAA,Branched Chain Amino Acid Catabolism,Degradation,1,2,2-Oxoisovalerate Dehydrogenase E1 component,1,decarboxylation,branched chain keto acid dehydrogenase,(S)-3-Methyl-2-oxopentanoic acid + Thiamin diphosphate <=> 2-Methyl-1-hydroxybutyl-ThPP + CO2,R07603,1.2.4.4,K00167,Amino Acid Catabolism,bkdA2,2-Oxoisovalerate Dehydrogenase E1 component 1,1,-21,-21,,,,,,,,,1934,1
40,BCAA,Branched Chain Amino Acid Catabolism,Degradation,1,2,2-Oxoisovalerate Dehydrogenase E1 component,2,decarboxylation,branched chain keto acid dehydrogenase,(S)-3-Methyl-2-oxopentanoic acid + Thiamin diphosphate <=> 2-Methyl-1-hydroxybutyl-ThPP + CO2,R07603,1.2.4.4,K11381,Amino Acid Catabolism,bkdA,2-Oxoisovalerate Dehydrogenase E1 component 2,1,-21,-21,,,,,,,,,,1
40,BCAA,Branched Chain Amino Acid Catabolism,Degradation,1,3,Dihydrolipoamide Dehydrogenase,1,,enzyme N6-(dihydrolipoyl)lysine:NAD+ oxidoreductase,Enzyme N6-(dihydrolipoyl)lysine + NAD+ <=> Enzyme N6-(lipoyl)lysine + NADH + H+,R07618,1.8.1.4,K00382,Amino Acid Catabolism,dld,Dihydrolipoamide Dehydrogenase,1,4.9,22,,,,1,,,,,2898,1
40,BCAA,Branched Chain Amino Acid Catabolism,Degradation,1,4,2-Oxoisovalerate Dehydrogenase E2 component,1,,2-methylpropanoyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-(2-methylpropanoyl)transferase,2-Methylpropanoyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylpropanoyl)dihydrolipoyllysine,R02662,2.3.1.168,K09699,Amino Acid Catabolism,dbt,2-Oxoisovalerate Dehydrogenase E2 component,1,,,,,,,,,,,1935,1
31,Butanoate,Butanoate Metabolism,Misc.,1,1,Acetate CoA-transferase,1,CoA transferase,butanoyl-CoA:acetate CoA-transferase,Butanoyl-CoA + Acetate <=> Butanoic acid + Acetyl-CoA,R01179,2.8.3.8,K01034,TCA,atoD,Acetate CoA-transferase 1,0,4.4,4.4,,,,,,,,,1922,1
31,Butanoate,Butanoate Metabolism,Misc.,1,1,Acetate CoA-transferase,1,CoA transferase,butanoyl-CoA:acetate CoA-transferase,Butanoyl-CoA + Acetate <=> Butanoic acid + Acetyl-CoA,R01179,2.8.3.8,K01035,TCA,atoA,Acetate CoA-transferase 1,0,4.4,4.4,,,,,,,,,1921,1
31,Butanoate,Butanoate Metabolism,Misc.,1,1,Acetate CoA-transferase,2,CoA transferase,butanoyl-CoA:acetate CoA-transferase,Butanoyl-CoA + Acetate <=> Butanoic acid + Acetyl-CoA,R01179,2.8.3.8,K19709,TCA,ydiF,Acetate CoA-transferase 2,0,4.4,4.4,,,,,,,,,,1
31,Butanoate,Butanoate Metabolism,Misc.,1,1,Acetate CoA-transferase,3,CoA transferase,Butanoate:CoA ligase (AMP-forming),ATP + Butanoic acid + CoA <=> AMP + Diphosphate + Butanoyl-CoA,R01176,6.2.1.2,K01896,TCA,acsm,Acetate CoA-transferase 3,1,4.4,4.4,1,,,,,,,,3404,1
31,Butanoate,Butanoate Metabolism,Misc.,1,2,Unsaturated Acyl-CoA reductase,1,Reduction,"butanoyl-CoA:NADP+ 2,3-oxidoreductase",Butanoyl-CoA + NADP+ <=> Crotonoyl-CoA + NADPH + H+,R09738,1.3.1.86,K17829,TCA,ccrA,Unsaturated Acyl-CoA reductase 1,1,50.6,50.6,,,,1,,,,,2231,1
31,Butanoate,Butanoate Metabolism,Misc.,1,2,Unsaturated Acyl-CoA reductase,2,Reduction,butanoyl-CoA:NAD+ trans-2-oxidoreductase,Butanoyl-CoA + NAD+ <=> Crotonoyl-CoA + NADH + H+,R01171,1.3.1.44,K00209,TCA,ter,Unsaturated Acyl-CoA reductase 2,1,50.6,50.6,,,,1,,,,,3377,1
31,Butanoate,Butanoate Metabolism,Misc.,1,2,Unsaturated Acyl-CoA reductase,3,Reduction,"butanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase"," 	Butanoyl-CoA + FAD <=> FADH2 + Crotonoyl-CoA",R01175,1.3.8.1,K00248,TCA,acads,Unsaturated Acyl-CoA reductase 3,1,50.6,50.6,,,,,,1,,,2192,1
31,Butanoate,Butanoate Metabolism,Misc.,1,3,4-Hydroxybutanoyl-CoA Dehydratase,1,Hydrolysis,4-hydroxybutanoyl-CoA hydro-lyase,4-Hydroxybutyryl-CoA <=> Crotonoyl-CoA + H2O,R10782,4.2.1.120,K14534,TCA,abfD,4-Hydroxybutanoyl-CoA Dehydratase,1,2.3,2.3,,,,,,,,,,0
31,Butanoate,Butanoate Metabolism,Misc.,1,4,4-Hydroxybutyrate CoA-transferase,1,CoA transferase,acetyl-CoA:4-hydroxybutanoate CoA-transferase,4-Hydroxybutanoic acid + Acetyl-CoA <=> 4-Hydroxybutyryl-CoA + Acetate,R05336,2.8.3.-,K18122,TCA,abfT,4-Hydroxybutyrate CoA-transferase,1,,,,,,,,,,,131,1
31,Butanoate,Butanoate Metabolism,Misc.,1,5,Succinate Semialdehyde Reductase,1,oxidation,4-hydroxybutanoate:NADP+ oxidoreductase,4-Hydroxybutanoic acid + NADP+ <=> Succinate semialdehyde + H+ + NADPH,R09281,1.1.1.-,K18121,TCA,glyR,Succinate Semialdehyde Reductase 1,0,-3.4,-3.4,,,,1,,,,,1897,1
31,Butanoate,Butanoate Metabolism,Misc.,1,5,Succinate Semialdehyde Reductase,2,oxidation,4-hydroxybutanoate:NAD+ oxidoreductase,4-Hydroxybutanoic acid + NAD+ <=> Succinate semialdehyde + NADH + H+,R01644,1.1.1.61,K00043,TCA,gbd,Succinate Semialdehyde Reductase 2,0,-3.4,-3.4,,,,1,,,,,358,1
31,Butanoate,Butanoate Metabolism,Misc.,1,5,Succinate Semialdehyde Reductase,3,oxidation,4-hydroxybutanoate:NAD+ oxidoreductase,4-Hydroxybutanoic acid + NAD+ <=> Succinate semialdehyde + NADH + H+,R01644,1.1.1.61,K08318,TCA,yihU,Succinate Semialdehyde Reductase 3,0,-3.4,-3.4,,,,1,,,,,3218,1
31,Butanoate,Butanoate Metabolism,Misc.,1,5,Succinate Semialdehyde Reductase,4,oxidation,4-hydroxybutanoate:NAD+ oxidoreductase,4-Hydroxybutanoic acid + NAD+ <=> Succinate semialdehyde + NADH + H+,R01644,1.1.1.61,K18120,TCA,abfH,Succinate Semialdehyde Reductase 4,0,-3.4,-3.4,,,,1,,,,,358,1
31,Butanoate,Butanoate Metabolism,Misc.,1,6,Succinate-semialdehyde Dehydrogenase,1,oxidation,succinate-semialdehyde:NADP+ oxidoreductase,Succinate semialdehyde + NADP+ + H2O <=> Succinate + NADPH + H+,R00714,1.2.1.79,K00135,TCA,gabD,Succinate-semialdehyde Dehydrogenase 1,0,-42.4,-42.4,,,,1,,,,,3868,1
31,Butanoate,Butanoate Metabolism,Misc.,1,6,Succinate-semialdehyde Dehydrogenase,2,oxidation,succinate-semialdehyde:NAD+/NADP+ oxidoreductase,Succinate semialdehyde + NAD+/NADP+ + H2O <=> Succinate + NADH/NADPH + H+,R00714/R00713,1.2.1.16,K08324,TCA,sad,Succinate-semialdehyde Dehydrogenase 2,0,-42.4,-42.4,,,,1,,,,,3868,1
32,,C5 Branched Chain Metabolism,Misc.,1,1,(R)-Citramalate Synthase,1,hydrolysis,(R)-citramalate synthase,Acetyl-CoA + Pyruvate + H2O <=> (R)-2-Methylmalate + CoA,R07399,2.3.3.21,K09011,TCA,cimA,(R)-Citramalate Synthase,0,,,,,,,,,,,925,1
32,,C5 Branched Chain Metabolism,Misc.,1,2,(R)-2-Methylmalate Dehydratase,1,condensation,(R)-2-Methylmalate hydro-lyase (2-methylmaleate-forming),(R)-2-Methylmalate <=> 2-Methylmaleate + H2O,R03896,4.2.1.35,K01703,TCA,leuC,(R)-2-Methylmalate Dehydratase,0,9.4,9.4,,,,,,,,,923,1
32,,C5 Branched Chain Metabolism,Misc.,1,2,(R)-2-Methylmalate Dehydratase,1,condensation,(R)-2-Methylmalate hydro-lyase (2-methylmaleate-forming),(R)-2-Methylmalate <=> 2-Methylmaleate + H2O,R03896,4.2.1.35,K01704,TCA,leuD,(R)-2-Methylmalate Dehydratase,0,9.4,9.4,,,,,,,,,922,1
32,,C5 Branched Chain Metabolism,Misc.,1,3,3-isopropylmalate Dehydrogenase,1,decarboxylation,"(2R,3S)-3-methylmalate:NAD+ oxidoreductase",2-Oxobutanoate + CO2 + NADH + H+ <=> D-erythro-3-Methylmalate + NAD+,R00994,1.1.1.85,K00052,TCA,leuB,3-isopropylmalate Dehydrogenase,0,-19.8,-2.7,,,,1,,,,,924,1
32,,C5 Branched Chain Metabolism,Misc.,1,4,Propionate kinase,1,dephosphorylation,ATP:propanoate phosphotransferase,ATP + Propanoate <=> ADP + Propanoyl phosphate,R01353,2.7.2.1,K00925,TCA,ackA,Propionate kinase 1,0,-33,-33,,1,,,,,,,1420,1
32,,C5 Branched Chain Metabolism,Misc.,1,4,Propionate kinase,2,dephosphorylation,ATP:propanoate phosphotransferase,ATP + Propanoate <=> ADP + Propanoyl phosphate,R01353,2.7.2.15,K00932,TCA,tdcD,Propionate kinase 2,0,-33,-33,,1,,,,,,,1420,1
32,,C5 Branched Chain Metabolism,Misc.,1,4,Propionate kinase,3,dephosphorylation,ATP:propanoate phosphotransferase,ATP + Propanoate <=> ADP + Propanoyl phosphate,R01353,2.7.2.15,K19697,TCA,pduW,Propionate kinase 3,0,-33,-33,,1,,,,,,,1420,1
72,I-Carrageenan,Carageenan Degradation 3,Degradation,1,1,I-Carrageenanase,1,,hydrolase,,,3.2.1.157,K20850,Oligosaccharide,cgiA,I-Carrageenanase 1,1,,,,,,,,,,,,0
72,I-Carrageenan,Carageenan Degradation 3,Degradation,1,1,I-Carrageenanase,2,,hydrolase,,,3.2.1.157,cgiA,Oligosaccharide,cgiA2,I-Carrageenanase 2,1,,,,,,,,,,,,0
81,cellobiose,Cellobiose Degradation,Degradation,1,1,Cellobiose phosphorylase,1,,cellobiose:phosphate alpha-D-glucosyltransferase,Cellobiose + Orthophosphate <=> D-Glucose 1-phosphate + D-Glucose,R00952,2.4.1.20,K00702,Sugar/Alcohol Catabolism,cbpA,Cellobiose phosphorylase,1,3.8,3.8,,,,,,,,Not preesent,,0
81,cellobiose,Cellobiose Degradation,Degradation,1,3,6-phospho-beta-glucosidase,1,,6-phospho-beta-D-glucosyl-(1->4)-D-glucose 6-phosphoglucohydrolase,"6-Phospho-beta-D-glucosyl-(1,4)-D-glucose + H2O <=> D-Glucose + D-Glucose 6-phosphate",R00839,3.2.1.86,K01223,Sugar/Alcohol Catabolism,bglA,6-phospho-beta-glucosidase,0,-37.5,-20.4,,,,,,,,Not preesent,3980,0
81,cellobiose,Cellobiose Degradation,Degradation,1,3,6-phospho-beta-glucosidase,2,,6-phospho-beta-D-glucosyl-(1->4)-D-glucose 6-phosphoglucohydrolase,"6-Phospho-beta-D-glucosyl-(1,4)-D-glucose + H2O <=> D-Glucose + D-Glucose 6-phosphate",R00839,3.2.1.86,K01222,Sugar/Alcohol Catabolism,celF,6-phospho-beta-glucosidase,0,-37.5,-20.4,,,,,,,,Not preesent,,0
81,cellobiose,Cellobiose Degradation,Degradation,1,2,Cellobiose PTS system,1,,protein-Npi-phospho-L-histidine:cellobiose 6'-O-phosphotransferase,"Protein N(pi)-phospho-L-histidine + Cellobiose <=> Protein histidine + 6-Phospho-beta-D-glucosyl-(1,4)-D-glucose",R11172,2.7.1.205,K02759,Sugar/Alcohol Catabolism,chbA,Cellobiose PTS system,1,,,,,,,,,,Not preesent,,0
81,cellobiose,Cellobiose Degradation,Degradation,1,2,Cellobiose PTS system,1,,protein-Npi-phospho-L-histidine:cellobiose 6'-O-phosphotransferase,"Protein N(pi)-phospho-L-histidine + Cellobiose <=> Protein histidine + 6-Phospho-beta-D-glucosyl-(1,4)-D-glucose",R11172,2.7.1.205,K02760,Sugar/Alcohol Catabolism,chbB,Cellobiose PTS system,1,,,,,,,,,,Not preesent,,0
81,cellobiose,Cellobiose Degradation,Degradation,1,2,Cellobiose PTS system,1,,protein-Npi-phospho-L-histidine:cellobiose 6'-O-phosphotransferase,"Protein N(pi)-phospho-L-histidine + Cellobiose <=> Protein histidine + 6-Phospho-beta-D-glucosyl-(1,4)-D-glucose",R11172,2.7.1.205,K02761,Sugar/Alcohol Catabolism,chbC,Cellobiose PTS system,1,,,,,,,,,,Not preesent,,0
81,cellobiose,Cellobiose Degradation,Degradation,1,4,Beta-glucosidase,1,,cellobiose glucohydrolase,Cellobiose + H2O <=> 2 D-Glucose,R00306,3.2.1.21,K01188,Sugar/Alcohol Catabolism,bglU,Beta-glucosidase,0,-29.9,-12.8,,,,,,,,Not preesent,3980,0
81,cellobiose,Cellobiose Degradation,Degradation,1,4,Beta-glucosidase,1,,cellobiose glucohydrolase,Cellobiose + H2O <=> 2 D-Glucose,R00306,3.2.1.21,K05349,Sugar/Alcohol Catabolism,bglX,Beta-glucosidase,0,-29.9,-12.8,,,,,,,,Not preesent,3719,0
81,cellobiose,Cellobiose Degradation,Degradation,1,4,Beta-glucosidase,1,,cellobiose glucohydrolase,Cellobiose + H2O <=> 2 D-Glucose,R00306,3.2.1.21,K05350,Sugar/Alcohol Catabolism,bglB,Beta-glucosidase,0,-29.9,-12.8,,,,,,,,Not preesent,3721,0
2,,Chemotaxis,Misc.,1,1,histidine kinase,1,histidine kinase,cheA,Autophosphorylates on histidine residue; substrate for CheY and other response regulators.,,2.7.13.3,K03407,Motility,cheA,histidine kinase,1,,,1,1,,,,,,,,1
2,,Chemotaxis,Misc.,1,2,coupling proteins,1,coupling proteins,cheW,Couples CheA to the receptors.,,,K03408,Motility,cheW,coupling proteins,1,,,,,,,,,,,1082,1
2,,Chemotaxis,Misc.,1,3,response regulator,1,response regulator,cheY,Primary response regulator. Interacts with the motility apparatus to induce change of swimming behavior when phosphorylated.,,,K03413,Motility,cheY,response regulator,1,,,,,,,,,,,,1
2,,Chemotaxis,Misc.,1,4,weak cheY response regulator 1,1,weak cheY response regulator,cheX,"Homologous to CheC, probably has the same function.",,,K03409,Motility,cheX,weak cheY response regulator 1,1,,,,,,,,,,,3679,1
2,,Chemotaxis,Misc.,1,5,weak cheY response regulator 2,1,weak cheY response regulator,cheC,Hydrolyzes CheY-P; also probable role in adaptation.,,,K03410,Motility,cheC,weak cheY response regulator 2,1,,,,,,,,,,,3246,1
2,,Chemotaxis,Misc.,1,6,phosphatase,1,phosphatase,cheZ,Hydrolyzes CheY-P.,,,K03414,Motility,cheZ,phosphatase,1,,,,,,,,,,,1077,1
2,,Chemotaxis,Misc.,1,7,chemoreceptor,1,chemoreceptor,cheD,Role in receptor maturation by deamidation of particular glutamine residues,,3.5.1.44,K03411,Motility,cheD,chemoreceptor,1,,,,,,,,,,,,1
2,,Chemotaxis,Misc.,1,8,methyltransferase,1,methyltransferase,cheR,Methylates glutamate residues on MCPs; role in adaptation.,,2.1.1.80,K00575,Motility,cheR,methyltransferase,1,,,,,,,,,,,1009,1
2,,Chemotaxis,Misc.,1,9,methylesterase/glutaminase,1,methylesterase/glutaminase,cheB,Hydrolyzes methyl glutamate residues on MCPs; role in adaptation. Usually has response regulator domain.,,3.1.1.61;3.5.1.44,K03412,Motility,cheB,methylesterase/glutaminase,1,,,,,,,,,,,1079,1
2,,Chemotaxis,Misc.,1,10,transmission of singal to flagellar motors,1,transmission of singal to flagellar motors,cheV,Couples CheA to the receptors; response regulator domain can be phosphorylated; role in adaptation.,,,K03415,Motility,cheV,transmission of singal to flagellar motors,1,,,,,,,,,,,1008,1
25,Chitin,Chitin Deacetylation,Degradation,1,1,Chitin deacetylase,1,hydrolysis,Chitin amidohydrolase,Chitin + n H2O <=> Chitosan + n Acetate,R02333,3.5.1.41,K01452,Oligosaccharide,cda12,Chitin deacetylase,1,,,,,,,,,,,1513,1
25,Chitin,Chitin Deacetylation,Degradation,1,2,Acetyl-CoA synthetase,1,coA transferase,Acetate:CoA ligase (AMP-forming),f,R00235,6.2.1.1,K01895,Oligosaccharide,acs,Acetyl-CoA synthetase,0,-8.2,-8.2,1,,,,,,,,3404,1
25,Chitin,Chitin Deacetylation,Degradation,1,3,Malate synthase,1,hydrolysis,acetyl-CoA:glyoxylate C-acetyltransferase,(S)-Malate + CoA <=> Acetyl-CoA + H2O + Glyoxylate,R00472,2.3.3.9,K01638,Oligosaccharide,aceB;glcB,Malate synthase,0,-38.7,-38.7,,,,,,,,,2735,1
25,Chitin,Chitin Deacetylation,Degradation,1,4,Malate dehydrogenase,1,decarboxylation,(S)-malate:NAD+ oxidoreductase (decarboxylating),(S)-Malate + NAD+ <=> Pyruvate + CO2 + NADH + H+,R00214,1.1.1.38,K00027,Oligosaccharide,me2;sfcA;maeA,Malate dehydrogenase,0,-5,12.1,,,,1,,,,,439,1
24,Chitin,Chitin Degradation,Degradation,1,1,Lytic Chitin Monoxygenase,1,condensation,"chitin, hydrogen-donor:oxygen oxidoreductase (N-acetyl-beta-D-glucosaminyl C1-hydroxylating/C4-dehdrogenating)","Chitin(n+m) + Reduced acceptor + Oxygen <=> [(1->4)-N-Acetyl-beta-D-glucosaminyl]n-(1->4)-N-acetyl-2-deoxy-2-amino-D-glucono-1,5-lactone + Chitin(m) + Acceptor + H2O",R11660,1.14.99.53,K21713,Oligosaccharide,lpmO,Lytic Chitin Monoxygenase,0,,,,,,,,,,,,0
24,Chitin,Chitin Degradation,Degradation,1,2,Chitinase,1,hydrolysis,(1->4)-2-acetamido-2-deoxy-beta-D-glucan diacetylchitobiohydrolase (non-reducing end),"Hydrolysis of N,N'-diacetylchitobiose from the non-reducing end of chitin and chitodextrins.",,3.2.1.200,chiB;K20547,Oligosaccharide,chiB,Chitinase 1,1,,,,,,,,,,,,0
24,Chitin,Chitin Degradation,Degradation,1,2,Chitinase,2,hydrolysis,(1->4)-2-acetamido-2-deoxy-beta-D-glucan diacetylchitobiohydrolase (non-reducing end),"Hydrolysis of N,N'-diacetylchitobiose from the non-reducing end of chitin and chitodextrins.",,3.2.1.200,chiA;K13381;K01183,Oligosaccharide,chiA,Chitinase 2,1,,,,,,,,,,,,0
24,Chitin,Chitin Degradation,Degradation,1,2,Chitinase,3,hydrolysis,(1->4)-2-acetamido-2-deoxy-beta-D-glucan diacetylchitobiohydrolase (non-reducing end),"Hydrolysis of N,N'-diacetylchitobiose from the non-reducing end of chitin and chitodextrins.",,3.2.1.200,chiC,Oligosaccharide,chiC,Chitinase 3,1,,,,,,,,,,,,0
24,Chitin,Chitin Degradation,Degradation,1,3,Hexosaminidase,1,hydrolysis,chitobiose N-acetylglucosaminohydrolase,Chitobiose + H2O <=> 2 N-Acetyl-D-glucosamine,,3.2.1.52,K01207,Oligosaccharide,nagZ,Hexosaminidase 1,0,-29.6,-12.5,,,,,,,,,523,0
24,Chitin,Chitin Degradation,Degradation,1,3,Hexosaminidase,2,hydrolysis,chitobiose N-acetylglucosaminohydrolase,Chitobiose + H2O <=> 2 N-Acetyl-D-glucosamine,,3.2.1.52,K12373,Oligosaccharide,hexa_B,Hexosaminidase 2,0,-29.6,-12.5,,,,,,,,,,0
24,Chitin,Chitin Degradation,Degradation,5,4,Endo-chitodextinase,1,hydrolysis,,"Chitodextrin + H2O <=> N,N',N""-triacetylchitotriose + N,N'-diacetylchitobiose",,3.2.1.202,K21606,Oligosaccharide,endo_I,Endo-chitodextinase,1,,,,,,,,,,,,0
24,Chitin,Chitin Degradation,Degradation,6,3,Hexosaminidase,3,hydrolysis,"N,N'-diacetylchitobiose non-reducing end acetylhydrolase",Chitobiose + H2O <=> beta-D-Glucosaminyl-(1->4)-N-acetyl-D-glucosamine + Acetate,R12671,3.5.1.136,K22408,Oligosaccharide,dac,Hexosaminidase 3,0,,,,,,,,,,,,0
24,Chitin,Chitin Degradation,Degradation,6,5,Exo-β-D-glucosaminidase,1,hydrolysis,, beta-D-Glucosaminyl-(1->4)-N-acetyl-D-glucosamine + H2O <=> D-glucosamine + N-acetyl-D-glucosamine,,3.2.1.-,glmA,Oligosaccharide,glmA,Exo-β-D-glucosaminidase,0,,,,,,,,,,,3079,0
24,Chitin,Chitin Degradation,Degradation,6,6,ADP-specific glucokinase,1,phosphorylation,ADP:D-glucosamine 6-phosphotransferase,ADP + D-Glucosamine <=> AMP + D-Glucosamine 6-phosphate,R12594,2.7.1.147,K00918,Oligosaccharide,pfkC,ADP-specific glucokinase,0,,,1,,,,,,,,,0
24,Chitin,Chitin Degradation,Degradation,6,7,Glucosamine-6-phosphate deaminase,1,hydrolysis,D-glucosamine-6-phosphate aminohydrolase (ketol isomerizing);D-glucosamine-6-phosphate ketol-isomerase(deaminating),D-Glucosamine 6-phosphate + H2O <=> D-Fructose 6-phosphate + Ammonia,R00765,3.5.99.6,K02564,Oligosaccharide,nagB;gnpDA,Glucosamine-6-phosphate deaminase,0,,,,,,,,,,,,0
