modelseed_id,kegg_id,equation,gene_id,ec_numbers,already_in_model,name,rxn_def,rev_dir
rxn00527,R00734,(1) 2-Oxoglutarate[0] + (1) L-Tyrosine[0] <=> (1) L-Glutamate[0] + (1) p-hydroxyphenylpyruvate[0],WP_014949721.1,2.6.1.5;2.6.1.1;2.6.1.57;2.6.1.9,yes,L-tyrosine:2-oxoglutarate aminotransferase,"-1:cpd00024:0:0:""2-Oxoglutarate"";-1:cpd00069:0:0:""L-Tyrosine"";1:cpd00023:0:0:""L-Glutamate"";1:cpd00868:0:0:""p-hydroxyphenylpyruvate""",=
rxn00536,R00746,(1) NADP[0] + (1) Ethanol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Acetaldehyde[0],WP_080986362.1;WP_049588854.1;WP_049587342.1,1.1.1.2;1.1.1.71,no,Ethanol:NADP+ oxidoreductase,"-1:cpd00006:0:0:""NADP"";-1:cpd00363:0:0:""Ethanol"";1:cpd00005:0:0:""NADPH"";1:cpd00067:0:0:""H+"";1:cpd00071:0:0:""Acetaldehyde""",=
rxn00543,R00754,(1) NAD[0] + (1) Ethanol[0] <=> (1) NADH[0] + (1) H+[0] + (1) Acetaldehyde[0],WP_049587342.1;WP_049586860.1;WP_049586019.1,1.1.1.1;1.1.1.71,yes,ethanol:NAD+ oxidoreductase,"-1:cpd00003:0:0:""NAD"";-1:cpd00363:0:0:""Ethanol"";1:cpd00004:0:0:""NADH"";1:cpd00067:0:0:""H+"";1:cpd00071:0:0:""Acetaldehyde""",=
rxn00547,R00760,(1) ATP[0] + (1) D-Fructose[0] => (1) ADP[0] + (1) H+[0] + (1) D-fructose-6-phosphate[0],WP_049585734.1,2.7.1.4;2.7.1.1,yes,ATP:D-fructose 6-phosphotransferase,"-1:cpd00002:0:0:""ATP"";-1:cpd00082:0:0:""D-Fructose"";1:cpd00008:0:0:""ADP"";1:cpd00067:0:0:""H+"";1:cpd00072:0:0:""D-fructose-6-phosphate""",=
rxn00559,R00772,(1) D-mannose-6-phosphate[0] <=> (1) D-fructose-6-phosphate[0],KHT61264.1;WP_049586730.1,5.3.1.8,yes,D-mannose-6-phosphate aldose-ketose-isomerase,"-1:cpd00235:0:0:""D-mannose-6-phosphate"";1:cpd00072:0:0:""D-fructose-6-phosphate""",=
rxn00567,R00783,(1) H2O[0] + (1) Cytochrome c3+[0] + (1) NO[0] <= (1) H+[0] + (1) Nitrite[0] + (1) Cytochrome c2+[0],WP_041693510.1,4.4.1.1;1.7.2.1,no,nitric-oxide:ferricytochrome-c oxidoreductase,"-1:cpd00001:0:0:""H2O"";-1:cpd00109:0:0:""Cytochrome c3+"";-1:cpd00418:0:0:""NO"";1:cpd00067:0:0:""H+"";1:cpd00075:0:0:""Nitrite"";1:cpd00110:0:0:""Cytochrome c2+""",?
,R00784,,WP_041693510.1,4.4.1.13,no,,,
rxn05890,R00785,(1) H2O[0] + (1) NO[0] + (1) Oxidized azurin[0] <= (1) H+[0] + (1) Nitrite[0] + (1) Reduced azurin[0],WP_049588230.1,4.4.1.13;1.7.2.1,no,nitric-oxide:oxidized azurin oxidoreductase,"-1:cpd00001:0:0:""H2O"";-1:cpd00418:0:0:""NO"";-1:cpd12711:0:0:""Oxidized azurin"";1:cpd00067:0:0:""H+"";1:cpd00075:0:0:""Nitrite"";1:cpd12712:0:0:""Reduced azurin""",?
,R00786,,WP_041693510.1,4.4.1.1,no,,,
rxn00568,R00787,(2) H2O[0] + (3) NAD[0] + (1) NH3[0] => (3) NADH[0] + (4) H+[0] + (1) Nitrite[0],WP_049586997.1;WP_014975661.1,1.7.1.15;1.6.6.-;1.7.1.4,yes,NIRBD-RXN.c,"-2:cpd00001:0:0:""H2O"";-3:cpd00003:0:0:""NAD"";-1:cpd00013:0:0:""NH3"";3:cpd00004:0:0:""NADH"";4:cpd00067:0:0:""H+"";1:cpd00075:0:0:""Nitrite""",<
,R00787;R00789,,WP_049586997.1;WP_014975661.1,1.7.1.4;1.7.1.15,no,,,
,R00790,,WP_039227383.1,1.7.7.1,no,,,
,R00791,,WP_049586998.1,1.7.7.2,no,,,
,R00798,,WP_049586998.1;WP_049586997.1,1.7.99.4,no,,,
rxn00577,R00803,(1) Phosphate[0] + (1) Sucrose[0] => (1) D-Fructose[0] + (1) Glucose-1-phosphate[0],WP_049586874.1,2.4.1.7,yes,sucrose:phosphate alpha-D-glucosyltransferase,"-1:cpd00009:0:0:""Phosphate"";-1:cpd00076:0:0:""Sucrose"";1:cpd00082:0:0:""D-Fructose"";1:cpd00089:0:0:""Glucose-1-phosphate""",=
rxn00584,R00813,"(1) NAD[0] + (1) cis-1,2-dihydroxybenzoate[0] => (1) NADH[0] + (1) CO2[0] + (1) Catechol[0]",WP_049588500.1,1.3.1.25,no,"(1R,6S)-1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate:NAD+ oxidoreductase (decarboxylating)","-1:cpd00003:0:0:""NAD"";-1:cpd03762:0:0:""cis-1,2-dihydroxybenzoate"";1:cpd00004:0:0:""NADH"";1:cpd00011:0:0:""CO2"";1:cpd00077:0:0:""Catechol""",>
rxn00598,R00829,(1) Acetyl-CoA[0] + (1) Succinyl-CoA[0] <= (1) CoA[0] + (1) 3-Oxoadipyl-CoA[0],WP_049585851.1;WP_049588755.1;WP_024015658.1,2.3.1.16;2.3.1.174;2.3.1.-,no,Succinyl-CoA:acetyl-CoA C-acyltransferase,"-1:cpd00022:0:0:""Acetyl-CoA"";-1:cpd00078:0:0:""Succinyl-CoA"";1:cpd00010:0:0:""CoA"";1:cpd01507:0:0:""3-Oxoadipyl-CoA""",=
rxn00601,R00832,(1) L-Arginine[0] + (1) Succinyl-CoA[0] => (1) CoA[0] + (1) H+[0] + (1) N2-Succinyl-L-arginine[0],WP_014948020.1,2.3.1.109,yes,succinyl-CoA:L-arginine N2-succinyltransferase,"-1:cpd00051:0:0:""L-Arginine"";-1:cpd00078:0:0:""Succinyl-CoA"";1:cpd00010:0:0:""CoA"";1:cpd00067:0:0:""H+"";1:cpd02103:0:0:""N2-Succinyl-L-arginine""",>
rxn00608,R00839,(1) H2O[0] + (1) cellobiose 6-phoshate[0] => (1) D-Glucose[0] + (1) D-glucose-6-phosphate[0],WP_049586389.1,3.2.1.86,no,6-phospho-beta-D-glucosyl-(1->4)-D-glucose 6-phosphoglucohydrolase,"-1:cpd00001:0:0:""H2O"";-1:cpd02760:0:0:""cellobiose 6-phoshate"";1:cpd00027:0:0:""D-Glucose"";1:cpd00079:0:0:""D-glucose-6-phosphate""",=
rxn00615,R00847,(1) ATP[0] + (1) Glycerol[0] => (1) ADP[0] + (1) H+[0] + (1) Glycerol-3-phosphate[0],WP_049588438.1,2.7.1.30,yes,ATP:glycerol 3-phosphotransferase,"-1:cpd00002:0:0:""ATP"";-1:cpd00100:0:0:""Glycerol"";1:cpd00008:0:0:""ADP"";1:cpd00067:0:0:""H+"";1:cpd00080:0:0:""Glycerol-3-phosphate""",=
rxn14229,R00849,(1) Glycerol-3-phosphate[0] + (1) Chinone[0] <=> (1) Glycerone-phosphate[0] + (1) Quinol[0],WP_049588435.1,1.1.5.3,no,sn-glycerol 3-phosphate:quinone oxidoreductase,"-1:cpd00080:0:0:""Glycerol-3-phosphate"";-1:cpd00364:0:0:""Chinone"";1:cpd00095:0:0:""Glycerone-phosphate"";1:cpd00415:0:0:""Quinol""",=
rxn00649,R00897,(1) H2S[0] + (1) O-Acetyl-L-serine[0] <=> (1) Acetate[0] + (1) L-Cysteine[0],WP_049585787.1;WP_041693510.1,2.5.1.47;2.5.1.65,yes,O3-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase,"-1:cpd00239:0:0:""H2S"";-1:cpd00722:0:0:""O-Acetyl-L-serine"";1:cpd00029:0:0:""Acetate"";1:cpd00084:0:0:""L-Cysteine""",>
rxn00654,R00905,(1) H2O[0] + (2) H+[0] + (1) 3-Ureidopropanoate[0] => (1) CO2[0] + (1) NH3[0] + (1) beta-Alanine[0],WP_039229281.1;WP_049588841.1,3.5.1.6,no,N-Carbamoyl-beta-alanine amidohydrolase,"-1:cpd00001:0:0:""H2O"";-2:cpd00067:0:0:""H+"";-1:cpd01720:0:0:""3-Ureidopropanoate"";1:cpd00011:0:0:""CO2"";1:cpd00013:0:0:""NH3"";1:cpd00085:0:0:""beta-Alanine""",>
rxn00656,R00907,(1) L-Alanine[0] + (1) 3-Oxopropanoate[0] <=> (1) Pyruvate[0] + (1) beta-Alanine[0],WP_197047972.1,2.6.1.18,no,L-Alanine:3-oxopropanoate aminotransferase,"-1:cpd00035:0:0:""L-Alanine"";-1:cpd00191:0:0:""3-Oxopropanoate"";1:cpd00020:0:0:""Pyruvate"";1:cpd00085:0:0:""beta-Alanine""",=
rxn00657,R00908,(1) 2-Oxoglutarate[0] + (1) beta-Alanine[0] <=> (1) L-Glutamate[0] + (1) 3-Oxopropanoate[0],WP_049588781.1,2.6.1.55;2.6.1.19,no,beta-alanine:2-oxoglutarate aminotransferase,"-1:cpd00024:0:0:""2-Oxoglutarate"";-1:cpd00085:0:0:""beta-Alanine"";1:cpd00023:0:0:""L-Glutamate"";1:cpd00191:0:0:""3-Oxopropanoate""",=
rxn00671,R00922,(1) NAD[0] + (1) CoA[0] + (1) 3-Oxo-2-methylpropanoate[0] => (1) NADH[0] + (1) CO2[0] + (1) Propionyl-CoA[0],WP_020744244.1,1.2.1.27,yes,2-Methyl-3-oxopropanoate:NAD+ oxidoreductase (CoA-propanoylating),"-1:cpd00003:0:0:""NAD"";-1:cpd00010:0:0:""CoA"";-1:cpd00287:0:0:""3-Oxo-2-methylpropanoate"";1:cpd00004:0:0:""NADH"";1:cpd00011:0:0:""CO2"";1:cpd00086:0:0:""Propionyl-CoA""",=
rxn00676,R00927,(1) Acetyl-CoA[0] + (1) Propionyl-CoA[0] <=> (1) CoA[0] + (1) 2-Methylacetoacetyl-CoA[0],WP_049585851.1,2.3.1.16;2.3.1.9,yes,acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase,"-1:cpd00022:0:0:""Acetyl-CoA"";-1:cpd00086:0:0:""Propionyl-CoA"";1:cpd00010:0:0:""CoA"";1:cpd02124:0:0:""2-Methylacetoacetyl-CoA""",=
rxn00678,R00930,(1) Pyruvate[0] + (1) D-methylmalonyl-CoA[0] <=> (1) Oxaloacetate[0] + (1) Propionyl-CoA[0],WP_049587671.1,2.1.3.1,no,(S)-2-Methyl-3-oxopropanoyl-CoA:pyruvate carboxyltransferase,"-1:cpd00020:0:0:""Pyruvate"";-1:cpd00519:0:0:""D-methylmalonyl-CoA"";1:cpd00032:0:0:""Oxaloacetate"";1:cpd00086:0:0:""Propionyl-CoA""",=
rxn00679,R00931,(1) CoA[0] + (1) H+[0] + (1) 2-Methylcitrate[0] <= (1) H2O[0] + (1) Oxaloacetate[0] + (1) Propionyl-CoA[0],WP_049588091.1,2.3.3.5;4.1.3.31,yes,"propanoyl-CoA:oxaloacetate C-propanoyltransferase (thioester-hydrolysing, 1-carboxyethyl-forming)","-1:cpd00010:0:0:""CoA"";-1:cpd00067:0:0:""H+"";-1:cpd01501:0:0:""2-Methylcitrate"";1:cpd00001:0:0:""H2O"";1:cpd00032:0:0:""Oxaloacetate"";1:cpd00086:0:0:""Propionyl-CoA""",<
rxn00686,R00939,(1) NADP[0] + (1) Tetrahydrofolate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Dihydrofolate[0],VTO38239.1;WP_049588769.1,1.5.1.3,yes,"5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase","-1:cpd00006:0:0:""NADP"";-1:cpd00087:0:0:""Tetrahydrofolate"";1:cpd00005:0:0:""NADPH"";1:cpd00067:0:0:""H+"";1:cpd00330:0:0:""Dihydrofolate""",=
rxn00691,R00944,(1) H2O[0] + (1) 10-Formyltetrahydrofolate[0] => (1) Formate[0] + (1) H+[0] + (1) Tetrahydrofolate[0],WP_049588561.1,3.5.1.10,yes,10-Formyltetrahydrofolate amidohydrolase,"-1:cpd00001:0:0:""H2O"";-1:cpd00201:0:0:""10-Formyltetrahydrofolate"";1:cpd00047:0:0:""Formate"";1:cpd00067:0:0:""H+"";1:cpd00087:0:0:""Tetrahydrofolate""",=
rxn00692,R00945,(1) H2O[0] + (1) Glycine[0] + (1) 5-10-Methylenetetrahydrofolate[0] <=> (1) L-Serine[0] + (1) Tetrahydrofolate[0],WP_049588376.1,2.1.2.1,yes,"5,10-Methylenetetrahydrofolate:glycine hydroxymethyltransferase","-1:cpd00001:0:0:""H2O"";-1:cpd00033:0:0:""Glycine"";-1:cpd00125:0:0:""5-10-Methylenetetrahydrofolate"";1:cpd00054:0:0:""L-Serine"";1:cpd00087:0:0:""Tetrahydrofolate""",=
rxn00693,R00946,(1) Homocysteine[0] + (1) 5-Methyltetrahydrofolate[0] <=> (1) L-Methionine[0] + (1) Tetrahydrofolate[0],WP_049588027.1,2.1.1.13,yes,5-Methyltetrahydrofolate:L-homocysteine S-methyltransferase,"-1:cpd00135:0:0:""Homocysteine"";-1:cpd00345:0:0:""5-Methyltetrahydrofolate"";1:cpd00060:0:0:""L-Methionine"";1:cpd00087:0:0:""Tetrahydrofolate""",=
rxn00701,R00955,(1) UDP-glucose[0] + (1) D-Galactose 1-phosphate[0] <=> (1) UDP-galactose[0] + (1) Glucose-1-phosphate[0],WP_049589081.1,2.7.7.12,yes,UDP-glucose:alpha-D-galactose-1-phosphate uridylyltransferase,"-1:cpd00026:0:0:""UDP-glucose"";-1:cpd00348:0:0:""D-Galactose 1-phosphate"";1:cpd00043:0:0:""UDP-galactose"";1:cpd00089:0:0:""Glucose-1-phosphate""",=
rxn00717,R00974,(1) H2O[0] + (1) H+[0] + (1) Cytosine[0] => (1) NH3[0] + (1) Uracil[0],WP_049585992.1,3.5.4.1,no,Cytosine aminohydrolase,"-1:cpd00001:0:0:""H2O"";-1:cpd00067:0:0:""H+"";-1:cpd00307:0:0:""Cytosine"";1:cpd00013:0:0:""NH3"";1:cpd00092:0:0:""Uracil""",>
rxn00719,R00977,(1) NAD[0] + (1) Hydrouracil[0] <=> (1) NADH[0] + (1) H+[0] + (1) Uracil[0],WP_012519580.1,1.3.1.1,no,"5,6-Dihydrouracil:NAD+ oxidoreductase","-1:cpd00003:0:0:""NAD"";-1:cpd00337:0:0:""Hydrouracil"";1:cpd00004:0:0:""NADH"";1:cpd00067:0:0:""H+"";1:cpd00092:0:0:""Uracil""",=
rxn00735,R00994,(1) NADH[0] + (1) CO2[0] + (1) 2-Oxobutyrate[0] <= (1) NAD[0] + (1) D-erythro-3-Methylmalate[0],WP_049585949.1,1.1.1.85,yes,"(2R,3S)-3-methylmalate:NAD+ oxidoreductase","-1:cpd00004:0:0:""NADH"";-1:cpd00011:0:0:""CO2"";-1:cpd00094:0:0:""2-Oxobutyrate"";1:cpd00003:0:0:""NAD"";1:cpd03593:0:0:""D-erythro-3-Methylmalate""",<
rxn00737,R00996,(1) L-Threonine[0] => (1) NH3[0] + (1) 2-Oxobutyrate[0],WP_014977809.1;WP_049588717.1,4.3.1.17;4.3.1.19,yes,L-threonine ammonia-lyase (2-oxobutanoate-forming),"-1:cpd00161:0:0:""L-Threonine"";1:cpd00013:0:0:""NH3"";1:cpd00094:0:0:""2-Oxobutyrate""",>
rxn00747,R01015,(1) Glyceraldehyde3-phosphate[0] <=> (1) Glycerone-phosphate[0],WP_080986462.1,5.3.1.1,yes,D-glyceraldehyde-3-phosphate aldose-ketose-isomerase,"-1:cpd00102:0:0:""Glyceraldehyde3-phosphate"";1:cpd00095:0:0:""Glycerone-phosphate""",=
rxn00758,R01030,(1) H2O[0] + (1) Glycerophosphocholine[0] => (1) H+[0] + (1) Glycerol-3-phosphate[0] + (1) Choline[0],WP_049588313.1,3.1.4.46;3.1.4.2,yes,sn-Glycero-3-phosphocholine glycerophosphohydrolase,"-1:cpd00001:0:0:""H2O"";-1:cpd00507:0:0:""Glycerophosphocholine"";1:cpd00067:0:0:""H+"";1:cpd00080:0:0:""Glycerol-3-phosphate"";1:cpd00098:0:0:""Choline""",>
rxn00762,R01034,(1) NAD[0] + (1) Glycerol[0] <=> (1) NADH[0] + (1) H+[0] + (1) Glycerone[0],WP_049586860.1;WP_049588707.1,1.1.1.6,no,glycerol:NAD+ 2-oxidoreductase,"-1:cpd00003:0:0:""NAD"";-1:cpd00100:0:0:""Glycerol"";1:cpd00004:0:0:""NADH"";1:cpd00067:0:0:""H+"";1:cpd00157:0:0:""Glycerone""",=
rxn00777,R01056,(1) ribose-5-phosphate[0] <=> (1) D-Ribulose5-phosphate[0],WP_049586099.1;WP_049588488.1,5.3.1.6,yes,D-ribose-5-phosphate aldose-ketose-isomerase,"-1:cpd00101:0:0:""ribose-5-phosphate"";1:cpd00171:0:0:""D-Ribulose5-phosphate""",=
rxn00779,R01058,(1) H2O[0] + (1) NADP[0] + (1) Glyceraldehyde3-phosphate[0] <=> (1) NADPH[0] + (2) H+[0] + (1) 3-Phosphoglycerate[0],WP_014950281.1;WP_049585722.1,1.2.1.90;1.2.1.9,no,D-glyceraldehyde 3-phosphate:NADP+ oxidoreductase,"-1:cpd00001:0:0:""H2O"";-1:cpd00006:0:0:""NADP"";-1:cpd00102:0:0:""Glyceraldehyde3-phosphate"";1:cpd00005:0:0:""NADPH"";2:cpd00067:0:0:""H+"";1:cpd00169:0:0:""3-Phosphoglycerate""",=
rxn00781,R01061,"(1) NAD[0] + (1) Phosphate[0] + (1) Glyceraldehyde3-phosphate[0] <=> (1) NADH[0] + (1) H+[0] + (1) 1,3-Bisphospho-D-glycerate[0]",WP_049587602.1,1.2.1.12;1.2.1.59,yes,D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating),"-1:cpd00003:0:0:""NAD"";-1:cpd00009:0:0:""Phosphate"";-1:cpd00102:0:0:""Glyceraldehyde3-phosphate"";1:cpd00004:0:0:""NADH"";1:cpd00067:0:0:""H+"";1:cpd00203:0:0:""1,3-Bisphospho-D-glycerate""",=
rxn00786,R01068,"(1) D-fructose-1,6-bisphosphate[0] <=> (1) Glycerone-phosphate[0] + (1) Glyceraldehyde3-phosphate[0]",WP_049586194.1,4.1.2.13,yes,"D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)","-1:cpd00290:0:0:""D-fructose-1,6-bisphosphate"";1:cpd00095:0:0:""Glycerone-phosphate"";1:cpd00102:0:0:""Glyceraldehyde3-phosphate""",=
rxn15116,R01070,"(1) beta-D-Fructose 1,6-bisphosphate[0] <=> (1) Glycerone-phosphate[0] + (1) Glyceraldehyde3-phosphate[0]",WP_049586194.1,4.1.2.13,no,"beta-D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)","-1:cpd19036:0:0:""beta-D-Fructose 1,6-bisphosphate"";1:cpd00095:0:0:""Glycerone-phosphate"";1:cpd00102:0:0:""Glyceraldehyde3-phosphate""",=
rxn00790,R01072,(1) PPi[0] + (1) L-Glutamate[0] + (1) H+[0] + (1) 5-Phosphoribosylamine[0] <= (1) H2O[0] + (1) L-Glutamine[0] + (1) PRPP[0],WP_014949941.1,2.4.2.14,yes,5-phosphoribosylamine:diphosphate phospho-alpha-D-ribosyltransferase (glutamate-amidating),"-1:cpd00012:0:0:""PPi"";-1:cpd00023:0:0:""L-Glutamate"";-1:cpd00067:0:0:""H+"";-1:cpd01982:0:0:""5-Phosphoribosylamine"";1:cpd00001:0:0:""H2O"";1:cpd00053:0:0:""L-Glutamine"";1:cpd00103:0:0:""PRPP""",<
rxn00797,R01080,(1) H2O[0] + (1) Uridine[0] <=> (1) Uracil[0] + (1) D-Ribose[0],WP_014977204.1,3.2.2.3;3.2.2.8,no,Uridine ribohydrolase,"-1:cpd00001:0:0:""H2O"";-1:cpd00249:0:0:""Uridine"";1:cpd00092:0:0:""Uracil"";1:cpd00105:0:0:""D-Ribose""",=
rxn00799,R01082,(1) L-Malate[0] <=> (1) H2O[0] + (1) Fumarate[0],WP_049588132.1,4.2.1.2,yes,(S)-malate hydro-lyase (fumarate-forming),"-1:cpd00130:0:0:""L-Malate"";1:cpd00001:0:0:""H2O"";1:cpd00106:0:0:""Fumarate""",=
rxn00808,R01092,(1) ATP[0] + (1) Galactose[0] => (1) ADP[0] + (1) H+[0] + (1) D-Galactose 1-phosphate[0],WP_061093966.1,2.7.1.6,yes,ATP:D-galactose 1-phosphotransferase,"-1:cpd00002:0:0:""ATP"";-1:cpd00108:0:0:""Galactose"";1:cpd00008:0:0:""ADP"";1:cpd00067:0:0:""H+"";1:cpd00348:0:0:""D-Galactose 1-phosphate""",=
rxn11551,R01093,(1) NADH[0] + (1) H+[0] + (1) Galactose[0] <=> (1) NAD[0] + (1) Dulcose[0],WP_039225720.1,1.1.1.21,no,galactitol:NAD+ 1-oxidoreductase,"-1:cpd00004:0:0:""NADH"";-1:cpd00067:0:0:""H+"";-1:cpd00108:0:0:""Galactose"";1:cpd00003:0:0:""NAD"";1:cpd01171:0:0:""Dulcose""",=
rxn00810,R01094,"(1) NAD[0] + (1) Galactose[0] <=> (1) NADH[0] + (1) H+[0] + (1) D-Galactono-1,4-lactone[0]",WP_049586810.1,1.1.1.48/1.1.1.120,no,D-Galactose:NAD+ 1-oxidoreductase,"-1:cpd00003:0:0:""NAD"";-1:cpd00108:0:0:""Galactose"";1:cpd00004:0:0:""NADH"";1:cpd00067:0:0:""H+"";1:cpd02143:0:0:""D-Galactono-1,4-lactone""",=
rxn00817,R01101,(1) H2O[0] + (1) Melibiose[0] => (1) D-Glucose[0] + (1) Galactose[0],WP_049589075.1,3.2.1.22,yes,melibiose galactohydrolase,"-1:cpd00001:0:0:""H2O"";-1:cpd03198:0:0:""Melibiose"";1:cpd00027:0:0:""D-Glucose"";1:cpd00108:0:0:""Galactose""",<
rxn00831,R01126,(1) H2O[0] + (1) IMP[0] <=> (1) Phosphate[0] + (1) Inosine[0],WP_014951321.1,3.1.3.5;3.1.3.99,yes,Inosine 5'-monophosphate phosphohydrolase,"-1:cpd00001:0:0:""H2O"";-1:cpd00114:0:0:""IMP"";1:cpd00009:0:0:""Phosphate"";1:cpd00246:0:0:""Inosine""",=
rxn00834,R01130,(1) H2O[0] + (1) NAD[0] + (1) IMP[0] <=> (1) NADH[0] + (1) H+[0] + (1) XMP[0],WP_014950158.1,1.1.1.205,yes,IMP:NAD+ oxidoreductase,"-1:cpd00001:0:0:""H2O"";-1:cpd00003:0:0:""NAD"";-1:cpd00114:0:0:""IMP"";1:cpd00004:0:0:""NADH"";1:cpd00067:0:0:""H+"";1:cpd00497:0:0:""XMP""",=
rxn00856,R01155,(1) 2-Oxoglutarate[0] + (1) Putrescine[0] <=> (1) L-Glutamate[0] + (1) 4-Aminobutanal[0],WP_049588781.1,2.6.1.82;2.6.1.29,no,putrescine:2-oxoglutarate aminotransferase,"-1:cpd00024:0:0:""2-Oxoglutarate"";-1:cpd00118:0:0:""Putrescine"";1:cpd00023:0:0:""L-Glutamate"";1:cpd00434:0:0:""4-Aminobutanal""",=
rxn00867,R01168,(1) L-Histidine[0] => (1) NH3[0] + (1) Urocanate[0],WP_049589036.1,4.3.1.3,yes,L-histidine ammonia-lyase (urocanate-forming),"-1:cpd00119:0:0:""L-Histidine"";1:cpd00013:0:0:""NH3"";1:cpd00581:0:0:""Urocanate""",>
rxn00868,R01171,(1) NAD[0] + (1) Butyryl-CoA[0] <= (1) NADH[0] + (1) H+[0] + (1) Crotonyl-CoA[0],WP_049586958.1,1.3.1.44;1.3.8.1,yes,"Butanoyl-CoA:(acceptor) 2,3-oxidoreductase","-1:cpd00003:0:0:""NAD"";-1:cpd00120:0:0:""Butyryl-CoA"";1:cpd00004:0:0:""NADH"";1:cpd00067:0:0:""H+"";1:cpd00650:0:0:""Crotonyl-CoA""",=
rxn00869,R01172,(1) NAD[0] + (1) CoA[0] + (1) Butanal[0] <=> (1) NADH[0] + (1) H+[0] + (1) Butyryl-CoA[0],WP_049588588.1,1.2.1.57;1.2.1.10;1.2.1.87,no,butanal:NAD+ oxidoreductase (CoA-acylating),"-1:cpd00003:0:0:""NAD"";-1:cpd00010:0:0:""CoA"";-1:cpd01011:0:0:""Butanal"";1:cpd00004:0:0:""NADH"";1:cpd00067:0:0:""H+"";1:cpd00120:0:0:""Butyryl-CoA""",=
rxn00871,R01174,(1) Phosphate[0] + (1) Butyryl-CoA[0] <=> (1) CoA[0] + (1) Butanoylphosphate[0],WP_049586784.1,2.3.1.19,no,butanoyl-CoA:phosphate butanoyltransferase,"-1:cpd00009:0:0:""Phosphate"";-1:cpd00120:0:0:""Butyryl-CoA"";1:cpd00010:0:0:""CoA"";1:cpd01662:0:0:""Butanoylphosphate""",=
rxn00872,R01175,(1) FAD[0] + (1) Butyryl-CoA[0] <=> (1) Crotonyl-CoA[0] + (1) FADH2[0],WP_049589161.1,1.3.8.1;1.3.3.6;1.3.99.-;1.3.99.2;1.3.99.3,yes,Butanoyl-CoA:oxygen 2-oxidoreductase,"-1:cpd00015:0:0:""FAD"";-1:cpd00120:0:0:""Butyryl-CoA"";1:cpd00650:0:0:""Crotonyl-CoA"";1:cpd00982:0:0:""FADH2""",=
rxn00873,R01176,(1) ATP[0] + (1) CoA[0] + (1) Butyrate[0] => (1) PPi[0] + (1) AMP[0] + (1) H+[0] + (1) Butyryl-CoA[0],WP_049586975.1,6.2.1.2;6.2.1.3,no,Butanoate:CoA ligase (AMP-forming),"-1:cpd00002:0:0:""ATP"";-1:cpd00010:0:0:""CoA"";-1:cpd00211:0:0:""Butyrate"";1:cpd00012:0:0:""PPi"";1:cpd00018:0:0:""AMP"";1:cpd00067:0:0:""H+"";1:cpd00120:0:0:""Butyryl-CoA""",>
rxn00875,R01179,(1) Acetate[0] + (1) Butyryl-CoA[0] <=> (1) Acetyl-CoA[0] + (1) Butyrate[0],WP_049586255.1;WP_049586254.1,2.8.3.8,no,Butanoyl-CoA:acetate CoA-transferase,"-1:cpd00029:0:0:""Acetate"";-1:cpd00120:0:0:""Butyryl-CoA"";1:cpd00022:0:0:""Acetyl-CoA"";1:cpd00211:0:0:""Butyrate""",=
rxn00881,R01185,(1) H2O[0] + (1) Inositol 1-phosphate[0] <=> (1) Phosphate[0] + (1) L-Inositol[0],WP_014950183.1,3.1.3.25,yes,1D-myo-Inositol 1-phosphate phosphohydrolase,"-1:cpd00001:0:0:""H2O"";-1:cpd00867:0:0:""Inositol 1-phosphate"";1:cpd00009:0:0:""Phosphate"";1:cpd00121:0:0:""L-Inositol""",>
rxn00898,R01209,"(1) 2,3-Dihydroxy-isovalerate[0] => (1) H2O[0] + (1) 3-Methyl-2-oxobutanoate[0]",WP_014977810.1,4.2.1.9,yes,"2,3-Dihydroxy-3-methylbutanoate hydro-lyase","-1:cpd02498:0:0:""2,3-Dihydroxy-isovalerate"";1:cpd00001:0:0:""H2O"";1:cpd00123:0:0:""3-Methyl-2-oxobutanoate""",>
rxn00907,R01220,(1) NADP[0] + (1) 5-10-Methylenetetrahydrofolate[0] <=> (1) NADPH[0] + (1) 5-10-Methenyltetrahydrofolate[0],WP_014950149.1,1.5.1.5,yes,"5,10-methylenetetrahydrofolate:NADP+ oxidoreductase","-1:cpd00006:0:0:""NADP"";-1:cpd00125:0:0:""5-10-Methylenetetrahydrofolate"";1:cpd00005:0:0:""NADPH"";1:cpd00347:0:0:""5-10-Methenyltetrahydrofolate""",=
